0.177992	0.278661	0.197042	1
0.121863	0.371594	-0.091985	1
-0.071093	0.407269	0.052273	1
0.156677	0.265869	0.007711	1
-0.030626	0.466132	0.053018	1
0.412287	0.387663	-0.246858	1
0.296975	0.290393	0.046612	1
0.112001	0.113748	0.365074	1
0.211735	-0.008865	0.257490	1
0.261980	-0.067197	0.416555	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.024488	0.412845	0.192912	1
0.094039	0.395745	-0.228250	1
0.507669	-0.286652	0.001981	1
0.066205	-0.245635	0.147998	1
0.000000	0.000000	0.000000	1
0.347362	0.134913	0.214527	1
-0.050050	0.038698	0.320965	1
0.361695	-0.207190	0.012856	1
0.099220	0.039485	0.332221	1
0.048369	0.311896	-0.190346	1
0.243709	0.097993	0.224215	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.333696	0.288566	-0.261263	1
0.000000	0.000000	0.000000	1
0.386022	-0.271904	0.100059	1
0.382384	0.091275	0.530876	1
0.158834	-0.087148	0.287392	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.078761	0.233992	0.454944	1
0.104179	-0.250685	-0.036506	1
0.252391	-0.195366	-0.070542	1
0.251900	0.250404	-0.176731	1
0.093185	-0.103102	0.202730	1
0.000000	0.000000	0.000000	1
0.138746	0.192922	0.489099	1
0.250936	0.251405	0.121292	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.276135	-0.312021	-0.148405	1
0.355598	0.239699	0.214481	1
0.000000	0.000000	0.000000	1
0.147782	0.001799	0.347193	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.175553	-0.317046	0.037496	1
0.427239	-0.135461	0.101413	1
-0.228928	-0.093030	0.152237	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
-0.173083	-0.011630	0.051702	1
-0.235451	0.232816	-0.341228	1
0.000000	0.000000	0.000000	1
-0.258843	0.046561	0.157102	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.146546	-0.038590	0.288573	1
-0.126676	0.028255	-0.281237	1
-0.007465	0.021065	-0.102005	1
0.353065	-0.034051	0.102205	1
0.123611	0.121110	0.071454	1
-0.231816	0.090295	0.226832	1
-0.264353	-0.065082	-0.285564	1
0.000000	0.000000	0.000000	1
0.194538	0.030438	0.357069	1
-0.258539	-0.049500	-0.271713	1
-0.132991	0.155108	0.361250	1
-0.094118	0.113666	-0.058332	1
0.000000	0.000000	0.000000	1
0.171900	-0.323210	-0.086136	1
0.000000	0.000000	0.000000	1
0.082318	0.041358	0.334739	1
0.000000	0.000000	0.000000	1
0.377166	-0.350290	0.075218	1
-0.003884	-0.024096	0.559914	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.106423	-0.302596	0.050172	1
-0.421981	0.085498	-0.222639	1
-0.072279	0.207103	-0.043719	1
0.000000	0.000000	0.000000	1
-0.342828	0.215746	0.072660	1
0.298940	-0.257884	0.055457	1
0.015474	0.244476	-0.158929	1
0.433807	-0.463492	0.128696	1
-0.227626	0.111848	-0.290717	1
0.000000	0.000000	0.000000	1
-0.459013	0.051533	-0.346755	1
-0.285456	0.135173	-0.362049	1
0.346880	-0.234410	0.352483	1
0.257690	0.076897	0.372384	1
-0.132179	0.205626	-0.151361	1
0.000000	0.000000	0.000000	1
0.138682	0.189863	0.276632	1
-0.292305	0.081396	0.262296	1
0.000000	0.000000	0.000000	1
-0.056246	-0.093288	-0.064948	1
0.000000	0.000000	0.000000	1
0.385264	-0.196787	0.165162	1
0.112283	-0.235700	0.077215	1
0.000000	0.000000	0.000000	1
-0.262382	0.113221	0.066270	1
0.000000	0.000000	0.000000	1
-0.289262	0.161115	-0.183174	1
0.000000	0.000000	0.000000	1
-0.003671	-0.189615	0.168528	1
0.000000	0.000000	0.000000	1
0.233446	-0.433139	0.153670	1
-0.227015	-0.046994	-0.051853	1
0.000000	0.000000	0.000000	1
-0.000984	0.088954	0.394880	1
-0.297826	0.113881	-0.355638	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.356323	-0.346690	0.072884	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.027157	0.189527	0.218924	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.185288	-0.260076	0.011279	1
0.385796	-0.326499	0.218853	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.243285	0.054524	0.278805	1
0.000000	0.000000	0.000000	1
0.114753	-0.221178	0.198429	1
0.000000	0.000000	0.000000	1
0.374746	-0.100194	0.217807	1
-0.025910	-0.189542	0.160639	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.132618	-0.112867	0.054467	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
-0.159061	0.132218	-0.323552	1
-0.337878	-0.014411	-0.372404	1
0.000000	0.000000	0.000000	1
-0.415604	0.086213	0.287687	1
0.000000	0.000000	0.000000	1
0.116238	-0.374586	-0.022014	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.083023	-0.348146	0.120426	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.231057	-0.245730	0.113256	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
-0.069538	-0.224860	0.253136	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.144469	-0.288085	0.195802	1
0.000000	0.000000	0.000000	1
0.019098	0.019436	0.332624	1
-0.290274	0.165649	0.115205	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.017822	-0.197691	0.170428	1
-0.102724	0.169296	-0.323357	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
0.301918	-0.213959	-0.054786	1
0.000000	0.000000	0.000000	1
0.000000	0.000000	0.000000	1
-0.031499	0.011939	0.314591	1
0.000000	0.000000	0.000000	1
0.290641	-0.310700	0.155138	1
-0.062962	-0.188542	0.110669	1
0.000000	0.000000	0.000000	1
0.108235	-0.049405	0.396880	1
0.000000	0.000000	0.000000	1
0.005595	-0.265777	-0.093596	1
